lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
155,1,84.78100553690767,10,25,4,2,2,0,0,0
60,1,119.84902857698609,9,4,4,1,0,0,1,0
58,0,75.03419863189816,2,7,4,1,1,1,0,0
72,0,106.86784698565029,7,17,4,1,0,1,0,0
141,0,96.3,8,26,4,2,1,0,0,0
112,0,100.11617392458375,6,3,4,1,1,1,0,0
143,0,142.64243733118806,8,20,4,4,1,0,3,0
194,0,163.99885974161666,7,25,4,1,2,0,5,0
105,0,75.0,10,12,3,3,0,0,0,0
50,0,126.5411107547511,5,27,4,2,1,0,3,0
36,0,88.24232787730753,11,11,4,3,1,1,0,0
198,0,128.7,8,28,4,0,1,0,3,0
45,0,158.35454312639223,6,30,4,1,0,0,3,0
202,0,81.81558484411138,7,12,4,4,0,0,1,0
155,1,115.14470743159785,7,6,4,4,0,0,0,0
155,0,70.5967159268774,5,7,4,2,1,0,0,0
58,0,211.55015038284918,7,11,4,5,1,0,5,0
205,1,93.55895986643156,7,21,4,1,2,2,0,0
162,0,111.34558871123433,7,13,4,3,0,0,0,0
100,0,107.44253174944639,7,3,4,5,2,3,0,0
87,0,104.7730561942972,7,25,4,2,0,0,3,0
71,0,107.1,7,6,4,1,0,3,0,0
143,0,129.66472500192583,8,22,4,3,0,0,0,0
4,0,142.81598244626213,6,20,4,2,1,0,2,0
111,0,120.12321135136382,6,2,3,3,0,0,0,0
10,0,106.5935904093807,2,25,4,2,1,0,2,0
272,0,95.0,9,21,3,3,0,0,0,0
9,0,95.0,4,11,4,0,1,0,0,0
256,0,102.19218243084751,10,16,4,3,2,0,1,0
131,0,118.90356608586866,5,28,4,2,2,0,3,0
167,0,101.61923945276389,8,15,4,3,0,0,2,0
196,1,93.62317852047171,9,1,4,1,0,3,0,0
238,0,106.80202942952825,9,20,2,3,0,0,3,0
30,0,95.76192778122048,3,11,4,2,1,0,2,0
150,2,162.2259441502102,8,23,4,1,1,0,3,0
300,0,54.480128152459024,10,24,4,3,1,0,0,0
55,0,166.72736431944838,5,17,4,3,0,0,4,0
193,0,108.9,9,2,4,1,0,0,0,0
204,1,107.48245595795836,8,11,4,4,1,0,1,0
249,0,77.42295773492124,11,30,4,3,2,0,0,0
64,0,64.19860598663261,3,12,4,1,1,3,0,0
125,1,137.25624047391148,12,24,4,1,0,0,3,0
160,0,71.49079527755976,8,16,3,2,0,0,0,0
166,0,121.24782063350784,7,6,4,3,2,0,0,0
72,0,99.06696649993657,4,3,4,1,2,0,3,0
68,0,111.282963936691,4,23,4,1,2,0,0,0
10,0,106.38547413254034,2,25,4,2,1,0,2,0
36,0,121.35633638594275,10,27,4,2,0,3,0,0
32,0,149.4,8,10,4,1,1,0,3,0
81,0,132.54582566652135,9,5,4,2,0,1,1,0
191,0,89.67901387377313,10,18,4,2,2,1,0,0
155,1,122.71670233072349,9,30,4,2,1,0,3,0
124,0,143.1,9,20,4,5,1,0,3,0
4,0,115.33173913509883,4,19,3,2,0,0,3,0
50,0,76.29318881848427,2,28,4,0,1,3,0,0
62,0,140.09145065674608,4,10,4,2,0,0,2,0
23,0,227.80941176146234,8,5,4,1,0,0,4,0
58,0,105.3,5,11,4,1,0,0,0,0
217,0,163.50044192820602,8,7,4,4,1,0,5,0
100,0,228.1951718736778,10,22,4,4,2,1,5,0
106,0,108.76197158012049,5,3,3,2,0,0,0,0
79,0,108.712446799366,4,16,4,3,2,0,3,0
164,0,99.45,7,6,4,3,1,0,0,0
72,0,74.8,12,19,4,3,1,3,0,0
225,1,87.92107078029495,9,3,4,0,1,1,0,0
158,1,201.28952763618497,9,13,4,3,1,0,3,0
175,0,129.60775364961162,7,25,3,1,0,0,0,0
113,0,126.42345741664882,5,18,3,3,1,2,0,0
36,0,103.05954322723522,10,25,4,1,1,0,0,0
57,0,109.42979662444452,7,27,4,1,2,0,0,0
140,0,130.53600336745387,7,18,4,6,2,0,0,0
213,0,52.83428502409911,11,6,4,2,0,1,0,0
265,0,74.63861072086857,6,10,3,1,2,0,0,0
211,0,130.1358130383941,6,7,4,3,0,0,0,0
77,0,149.77934451076854,9,14,4,2,0,0,3,0
76,0,120.77033548871842,9,10,3,0,1,0,0,0
14,1,154.80554583435202,8,18,4,3,1,0,1,0
156,0,107.02051326308168,7,28,4,2,0,0,0,0
27,0,151.35966692989808,6,25,4,1,1,0,3,0
180,0,107.7312648285971,7,2,4,3,0,0,0,0
91,1,120.14719258988207,10,7,4,1,1,0,0,0
188,0,81.86681345322486,6,2,3,2,0,0,0,0
65,0,177.95885062184783,7,26,4,2,0,0,4,0
84,0,134.1,8,14,4,1,1,0,0,0
121,1,76.5,7,11,4,0,1,0,0,0
143,2,131.35074854460302,9,20,4,4,1,0,0,0
256,0,109.18287685833486,6,15,3,1,0,0,0,0
62,0,113.0918642655461,7,2,4,2,0,3,0,0
219,0,70.13037395705969,8,11,4,2,0,0,0,0
92,0,131.62792815870466,8,22,4,3,0,0,3,0
317,0,119.85783726104235,8,15,3,2,0,0,0,0
61,0,92.08118708659978,4,1,4,2,0,0,0,0
135,0,147.83444124972317,8,7,4,0,1,0,3,0
34,0,93.93176708451446,12,20,4,1,0,0,0,0
109,0,94.5,7,26,3,1,0,2,0,0
142,0,175.18111730148084,8,30,4,2,0,0,0,0
26,1,77.5082160218362,2,10,4,4,1,3,0,0
158,0,147.49919743414475,7,6,4,1,0,0,3,0
83,0,139.99091837309024,5,25,4,2,0,0,3,0
2,0,165.68828261694355,9,20,4,3,0,0,3,0
211,0,77.19164563009748,7,22,4,3,0,0,0,0
2,0,147.1621639717855,3,23,4,6,2,0,3,0
98,0,107.00657189529585,7,29,4,1,0,3,0,0
97,0,64.79713875878889,9,29,3,2,2,0,0,0
89,0,73.76531843432377,3,6,4,3,1,0,0,0
59,0,98.04790972382213,4,26,4,2,0,3,0,0
259,0,108.92734264314326,10,15,2,0,1,0,1,0
133,0,115.96325664922779,10,27,4,2,2,0,3,0
344,0,2.840083930556897,8,13,4,2,0,1,0,0
277,0,100.79924025657226,8,12,4,3,1,0,0,0
93,0,96.1024440252628,4,7,4,2,0,0,0,0
159,0,132.99027306828,7,21,4,4,2,1,0,0
43,0,75.16960994359142,9,8,4,2,0,3,0,0
13,0,85.0,2,6,4,1,1,0,0,0
209,1,126.85655834838572,9,21,4,3,1,0,3,0
183,2,137.7,8,6,4,1,0,0,3,0
87,0,96.3,6,26,4,0,1,0,0,0
53,0,107.5743208224721,9,28,4,1,1,0,0,0
18,0,117.97138182261017,8,19,4,0,0,0,0,0
48,1,73.82473983184336,3,6,4,3,0,0,0,0
197,0,100.64863387006082,8,7,4,4,1,0,0,0
12,0,101.06748353699143,5,30,4,2,1,0,0,0
289,1,70.54627037365206,11,27,4,4,2,2,0,0
188,0,85.51690789240708,6,7,4,4,0,0,0,0
70,0,67.5,3,15,4,1,0,3,0,0
194,0,121.21682714661884,7,17,4,2,0,0,0,0
55,0,122.78841145697707,3,29,4,2,0,0,2,0
27,0,78.41137084284433,10,5,4,1,1,0,0,0
26,0,222.27224310873618,5,20,4,3,0,0,5,0
104,0,171.24212198757368,7,16,4,3,0,0,3,0
93,0,104.52540524382147,7,14,4,2,0,0,0,0
247,2,115.49156059334108,9,14,4,2,0,0,0,0
189,0,109.18824539139908,10,28,4,1,1,0,2,0
211,0,127.58715013126458,10,17,4,1,1,0,3,0
236,0,91.70823452565641,9,22,4,5,1,0,0,0
95,0,128.40977946318623,7,5,4,4,0,0,2,0
156,1,114.85115367468937,6,5,4,4,0,0,0,0
12,0,95.5009981252522,3,11,4,0,1,0,0,0
180,1,120.0,10,10,3,2,0,0,0,0
108,1,97.13696901168504,11,23,4,3,1,2,0,0
189,0,67.02061469541206,8,25,4,3,1,3,0,0
239,0,74.13385512934913,12,31,4,1,1,3,0,0
93,0,146.89803721009974,7,7,4,3,1,0,3,0
122,0,108.74833643406463,4,29,4,3,1,0,0,0
26,0,131.1411371469735,10,5,4,10,3,0,2,0
118,0,144.60636635547345,9,17,4,3,1,0,1,0
228,0,111.40790421470285,9,4,3,3,0,1,0,0
91,0,81.03700904969074,4,2,3,3,1,2,0,0
65,1,149.4,9,8,4,3,0,0,3,0
231,0,109.65,9,19,4,3,0,3,0,0
184,0,89.91149088242004,7,7,4,4,0,1,0,0
196,0,135.97698543718946,8,21,4,2,1,0,3,0
106,0,107.3549394415752,7,11,4,2,1,0,0,0
41,0,75.19598931994587,2,17,4,2,1,0,0,0
270,0,62.51151717106565,4,18,4,3,0,0,0,0
85,0,122.31370193015871,11,8,4,2,0,0,0,0
36,0,106.14366133169234,10,15,4,0,0,0,0,0
70,0,93.6,7,12,3,6,2,0,0,0
82,0,122.84820885102359,5,17,4,2,1,0,1,0
10,0,128.17898298638892,3,16,4,3,1,0,1,0
60,0,135.9,9,10,4,1,2,0,0,0
71,0,87.3,4,2,4,1,2,0,0,0
90,0,74.06000229833663,3,7,4,4,1,0,0,0
64,1,84.27165333294101,11,18,4,1,1,1,0,0
224,0,106.66791055878332,9,16,4,3,1,0,0,0
26,0,139.03715910046333,7,26,4,1,1,0,0,0
124,0,118.8,9,6,4,3,0,3,0,0
93,0,125.47358713340967,10,22,4,1,1,0,3,0
198,0,105.70566102441686,6,1,4,0,1,0,0,0
79,0,87.6524625185641,8,16,4,2,0,0,0,0
7,0,108.61807021833039,5,10,4,2,0,0,3,0
80,1,135.85476897230618,5,7,4,4,1,0,0,0
84,0,107.1,8,17,4,1,0,3,0,0
0,0,105.22915392632979,11,24,3,2,1,0,0,0
154,0,103.2751315820719,6,7,4,3,0,2,0,0
179,1,129.80867451815575,8,3,4,4,1,0,2,0
36,0,77.34746632857576,2,11,4,2,0,0,0,0
11,0,215.54948506756847,5,13,4,2,2,0,5,0
19,0,79.0,2,28,2,2,0,1,0,0
38,0,114.4332864558036,4,24,4,2,1,0,0,0
13,0,110.1245063396916,3,7,4,1,1,0,0,0
57,0,167.5521044704136,4,20,4,3,0,0,4,0
83,0,118.75262555225243,6,14,4,2,0,0,2,0
179,0,112.59776429654787,8,30,4,2,1,0,0,0
62,0,94.5,5,17,4,0,1,3,0,0
22,0,127.7529792422878,5,21,4,3,0,0,0,0
258,0,72.03002881751348,9,12,3,3,2,0,0,0
38,0,117.9,7,2,4,1,1,0,0,0
58,0,77.73353126444522,3,16,3,3,0,0,2,0
95,0,136.60430741981583,8,10,4,4,1,0,1,0
213,1,102.85,10,2,4,2,2,0,0,0
5,1,127.78219533549735,2,11,4,4,1,0,3,0
82,1,103.99243090629247,4,13,4,2,1,0,2,0
60,0,122.71287184956702,9,2,4,2,0,0,3,0
166,0,130.01257081708184,10,1,3,3,0,0,3,0
105,0,138.18421420731468,7,25,4,1,0,0,3,0
11,0,108.4414827872756,10,2,4,1,1,0,2,0
20,0,65.35151581270958,9,10,3,1,1,1,0,0
20,0,61.37921563308279,11,18,2,1,0,0,0,0
15,0,103.50561436032008,11,13,4,4,0,0,0,0
101,0,64.69000904764076,8,8,3,2,1,1,0,0
230,0,135.80339482884358,8,5,3,4,0,0,0,0
103,0,148.05478167402725,8,8,4,3,0,0,2,0
29,0,105.47549437596706,3,2,4,1,0,0,1,0
152,0,177.77713887746475,6,22,4,5,2,0,4,0
210,0,68.55048752745117,5,30,4,3,0,2,1,0
124,0,201.0971021603078,5,30,4,2,0,0,5,0
0,0,75.17300073442932,7,22,2,1,0,0,0,0
68,0,78.2263878787939,2,12,4,0,1,0,0,0
20,0,102.39221115798635,10,1,4,3,0,0,0,0
125,0,92.05991835423049,7,5,4,1,2,3,0,0
55,0,93.6,11,22,4,2,0,0,0,0
85,0,142.57180204843556,4,27,4,2,0,0,3,0
154,0,99.97672352908648,8,23,3,2,0,0,0,0
9,1,129.0,6,16,4,2,0,3,0,0
17,0,99.0,6,12,4,0,1,2,0,0
25,0,125.39006647774032,5,11,4,2,2,1,1,0
86,0,127.37708529366846,6,14,4,2,0,0,1,0
21,0,62.78043896410349,10,15,2,1,0,0,0,0
38,0,67.5,2,12,4,1,2,3,0,0
109,0,94.8714025526462,6,26,4,1,1,0,0,0
102,0,111.84572271175217,8,27,4,11,5,2,0,0
7,0,90.04584586356053,2,16,4,0,0,1,0,0
38,0,89.24387840781678,5,19,3,1,0,1,0,0
110,0,149.55333931968443,8,21,4,4,1,0,3,0
101,0,78.94853083285352,11,4,4,1,0,2,0,0
232,1,104.4914698649438,8,6,4,1,0,0,0,0
45,0,95.76211784105676,10,1,4,7,1,0,0,0
202,1,96.0626175779563,10,17,4,1,1,0,0,0
117,0,123.4333635898362,10,15,4,3,0,0,3,0
68,0,79.22391007876904,3,15,4,4,1,0,0,0
93,0,127.14152414830446,5,3,4,1,0,0,0,0
32,0,137.32904832961222,5,1,4,3,1,0,0,0
134,0,103.55011561074492,7,10,4,2,0,2,0,0
18,0,88.0,10,25,4,2,0,3,0,0
57,0,177.3,4,15,4,1,1,0,5,0
184,0,96.07288570637117,10,14,4,2,0,0,2,0
9,0,78.45954883766281,2,21,4,1,1,2,0,0
92,0,56.38191592630962,7,13,4,7,2,0,0,0
159,0,120.3216487410965,5,25,4,2,0,0,0,0
78,0,187.25889255201471,5,15,4,2,1,0,4,0
40,0,75.6,10,19,3,2,1,0,0,0
15,0,156.11182928586402,5,2,4,2,1,0,2,0
78,0,123.39932495928018,9,4,4,2,0,3,0,0
64,0,94.5,3,18,4,2,0,3,0,0
89,0,150.30529516111642,8,22,4,5,0,0,3,0
253,0,98.0408911225826,9,12,4,2,0,0,0,0
106,0,121.37,7,18,4,5,2,0,3,0
7,0,107.82135538793634,9,1,4,1,1,1,1,0
12,0,96.73390712835904,5,30,4,1,1,0,0,0
27,0,148.10721643131558,10,3,4,3,3,0,1,0
55,0,78.91535757381551,6,7,2,1,0,0,0,0
190,0,90.02676674701812,8,24,4,3,0,1,0,0
37,1,89.47241945930963,11,13,4,5,2,0,0,0
92,1,127.3518388390758,4,28,4,2,0,0,0,0
81,0,130.9747374517315,5,29,4,3,0,0,0,0
84,0,94.53589032530839,7,17,4,2,2,3,0,0
190,0,72.04247237421583,8,6,3,2,0,0,0,0
3,0,93.48243510803576,11,20,4,1,0,3,0,0
255,1,132.77741989070077,9,13,4,3,1,0,2,0
112,0,119.93904936383481,6,2,3,3,0,0,0,0
105,0,75.3346178458656,4,6,3,1,0,0,0,0
63,0,94.5,4,17,4,1,0,3,0,0
87,0,149.49375826227384,8,15,4,1,0,0,3,0
192,0,123.15981923355791,8,2,4,6,2,0,1,0
34,0,115.40141059359372,3,15,4,2,0,0,0,0
4,0,80.70334714245011,2,5,4,3,1,2,0,0
227,0,78.07795697681975,9,28,4,3,2,3,0,0
71,0,87.3,4,2,4,1,2,0,0,0
191,0,130.67949087199275,7,3,3,2,1,0,0,0
253,0,107.68237261110993,7,24,4,3,1,0,0,0
206,0,112.22950718018113,9,25,4,2,1,0,0,0
213,0,130.0,6,7,3,3,0,0,0,0
168,1,172.59083365080622,10,7,4,2,0,0,0,0
70,0,150.10356463106268,7,3,4,4,1,0,3,0
47,0,95.40362337597051,4,11,4,1,0,2,0,0
2,0,77.89719416260117,9,20,2,3,0,0,0,0
16,0,79.0,2,16,4,4,0,3,0,0
72,0,76.48008308968113,4,2,4,1,2,3,0,0
186,0,130.24445068782853,7,16,4,2,0,0,0,0
220,0,112.87491255004203,8,30,4,1,0,0,0,0
81,1,149.4,9,12,4,3,0,0,3,0
259,0,65.19020053499709,8,22,4,6,2,0,0,0
192,0,94.5,8,5,4,2,0,1,0,0
34,0,125.05999545036795,3,24,4,3,0,2,0,0
107,0,76.53431928449471,6,19,3,7,4,0,0,0
153,1,104.05683114579519,9,29,4,1,1,0,2,0
260,0,76.0262889642912,12,26,4,3,1,0,0,0
172,0,105.3,8,1,4,2,0,0,0,0
241,0,87.21186809490787,8,18,4,2,0,1,0,0
20,0,96.53508770857658,10,13,3,2,2,0,2,0
131,0,164.09937568912974,7,25,4,1,1,0,0,0
18,0,138.98345816360165,6,15,4,1,0,2,0,0
6,0,123.81869124979447,8,17,3,1,0,0,0,0
267,0,95.04510896139003,9,30,4,2,1,0,0,0
155,1,102.04931056615028,7,17,4,5,2,0,0,0
196,0,96.38683308329612,9,26,4,2,0,0,0,0
47,1,78.05441250743986,11,11,4,2,1,3,0,0
173,0,106.37640688945561,8,5,4,1,0,0,0,0
103,0,115.39347769033631,4,17,3,1,0,1,0,0
206,0,103.87544785295302,7,30,4,3,1,0,2,0
9,1,129.87374520595247,7,19,4,1,0,0,0,0
238,1,100.65181312884346,8,19,4,6,2,0,3,0
25,0,145.51260135988508,4,30,4,3,0,0,3,0
55,0,91.49710781292094,4,1,4,1,0,0,0,0
159,0,90.27131982615246,4,27,4,3,1,0,0,0
182,0,90.94817497631087,8,27,4,2,1,0,0,0
3,0,100.12338380441918,9,24,3,1,0,0,0,0
117,0,119.7830539758226,7,17,4,6,2,0,3,0
39,0,71.1,3,11,4,1,1,3,0,0
57,0,94.95147843305864,6,18,4,1,1,2,0,0
16,1,112.54275452537762,8,24,4,1,0,3,0,0
6,0,89.0,4,4,4,0,0,3,0,0
29,0,117.81309221447934,5,21,4,2,1,0,0,0
277,0,79.52416308966976,9,5,3,4,1,0,0,0
76,2,72.63624604627908,11,16,4,4,1,0,0,0
52,0,88.09955150296452,3,28,4,2,1,0,0,0
47,0,134.20547955642996,7,5,4,1,0,0,0,0
23,1,124.0,9,18,4,2,0,0,0,0
211,0,89.40186836321419,10,27,4,3,1,0,0,0
139,0,142.5721652379338,8,17,4,1,0,0,3,0
248,0,80.5634719878965,9,21,3,2,1,0,0,0
337,0,1.9966373612769874,8,14,4,2,0,1,0,0
40,0,107.1,4,1,4,1,1,3,0,0
40,0,73.35400169750837,2,16,4,1,0,0,0,0
76,0,148.19360890296187,7,26,4,2,2,0,3,0
46,0,125.2754363211494,9,7,4,2,0,1,1,0
30,0,96.28255108835795,4,24,4,0,0,3,0,0
24,0,73.90656048912881,11,22,4,2,0,1,0,0
21,0,156.58838533328534,5,1,4,2,0,0,3,0
117,0,188.93983776600848,6,20,4,4,0,0,5,0
156,0,75.42731238428429,6,6,4,3,1,0,0,0
180,0,70.34412618507916,10,16,3,1,0,0,0,0
10,1,136.0710999826206,7,12,4,3,2,0,1,0
158,0,121.7508296635171,8,16,3,2,0,0,0,0
16,0,112.1961259083956,5,27,4,0,1,1,0,0
252,1,168.54873726345429,8,13,4,2,1,0,1,0
84,0,134.1,8,14,4,1,1,0,0,0
235,0,94.78314623893534,9,30,4,3,0,2,0,0
36,1,81.2141080490465,3,11,4,2,1,1,0,0
247,1,191.3756474920484,8,11,4,1,0,0,5,0
131,0,115.14337263059089,6,17,4,2,1,0,1,0
112,0,85.0,12,3,4,3,0,0,0,0
57,0,157.27439284801056,5,1,4,1,0,0,2,0
1,0,63.631163920161654,7,27,2,0,2,0,0,0
172,0,109.76018105561272,8,17,4,1,0,0,0,0
214,2,177.3,8,4,4,1,0,0,5,0
44,0,169.9629597944261,5,1,4,0,1,0,3,0
68,0,79.66689288576477,3,4,4,3,0,1,0,0
185,1,122.0355187875822,7,29,4,1,1,0,3,0
172,1,129.73884993755783,7,17,4,4,0,0,1,0
128,0,127.0914728989598,6,1,4,3,0,0,0,0
50,0,67.5,2,24,4,1,0,3,0,0
66,0,168.3,9,11,4,0,0,0,3,0
110,0,94.83918855945004,6,25,3,1,2,0,0,0
254,0,104.85466994178094,10,7,2,1,0,0,3,0
71,0,149.91255693785027,7,4,4,4,1,0,3,0
158,0,128.89902252524377,6,3,4,3,0,0,1,0
53,0,101.05880266897023,5,27,4,2,0,3,0,0
38,0,77.56584538176739,2,24,4,1,1,0,0,0
96,0,84.41941514096143,4,1,4,3,1,2,0,0
102,0,86.94652892639542,10,16,3,2,0,0,0,0
122,0,106.4149200199704,7,1,4,2,1,0,0,0
52,0,90.17030978525774,2,18,3,3,1,0,1,0
139,0,115.93310668367495,7,11,4,3,1,0,0,0
208,0,77.04580776220651,10,29,4,3,0,0,0,0
34,0,139.8463782816279,4,9,4,1,1,0,0,0
50,0,125.32976210362271,10,25,4,2,1,0,3,0
157,0,106.97596280336694,8,1,2,2,1,1,2,0
72,0,105.3,4,13,4,2,0,0,0,0
185,0,89.92733022517346,7,12,4,5,1,1,0,0
12,1,202.03787436366582,5,19,4,3,0,0,5,0
225,0,103.0218432859323,8,26,3,3,0,0,1,0
39,0,125.55,10,4,4,1,0,0,3,0
0,0,97.31254065223872,4,15,2,1,1,0,0,0
169,1,104.31884062512832,7,12,4,2,0,1,0,0
34,1,107.40749719341447,10,16,4,2,1,0,0,0
113,0,265.6541737435239,8,6,4,2,0,0,6,0
177,2,129.92106549255598,8,2,4,4,1,0,3,0
23,1,118.64184003633272,9,19,4,2,0,2,0,0
159,0,144.0,9,19,3,2,1,0,0,0
18,0,148.91640389280042,8,24,4,0,0,2,0,0
190,1,177.40450768350576,7,18,4,1,0,0,4,0
186,0,112.18807713339578,8,28,4,0,1,0,0,0
58,0,120.8486196205062,4,19,4,1,0,0,0,0
173,0,103.501690494166,8,6,4,1,1,2,0,0
87,0,89.69284947477465,9,10,2,1,0,0,0,0
222,1,96.3,8,30,4,2,0,0,0,0
116,0,70.9323652425821,2,28,3,1,2,0,0,0
57,0,99.9,6,20,4,2,1,0,0,0
55,1,79.12456014329622,9,8,3,2,0,0,0,0
191,0,131.9219092898621,6,4,3,2,1,0,0,0
243,0,89.20608071621581,9,20,4,2,2,0,0,0
73,0,72.36763695406448,2,28,4,4,0,0,0,0
304,0,52.0,11,21,4,2,0,0,0,0
150,0,135.62377853014013,9,3,4,2,1,0,0,0
31,0,85.59146179932736,4,17,4,0,2,0,0,0
128,0,133.5127919745588,10,10,4,5,0,0,3,0
3,0,204.2200880667813,4,21,4,3,1,0,5,0
0,1,180.78589247749676,5,25,4,1,0,0,3,0
280,0,72.87572765935334,11,15,4,3,0,0,0,0
18,0,105.68590074782044,10,25,4,2,0,0,0,0
3,0,79.22082737925297,8,17,2,4,2,0,0,0
175,0,93.80263380526648,9,7,4,2,1,0,0,0
32,0,225.07639871530233,9,23,3,3,0,0,1,0
153,0,114.75,7,20,4,3,2,0,0,0
170,0,92.09156423151045,7,5,4,3,1,1,0,0
150,0,106.3181920097869,7,19,4,2,2,0,0,0
37,0,125.40070644241962,10,4,4,3,0,0,1,0
51,0,78.65929084016726,3,4,4,1,0,0,0,0
73,1,113.13010063571487,4,6,4,2,0,0,0,0
61,0,229.70160328973185,7,20,4,1,1,1,5,0
112,0,70.86079843236848,7,12,3,3,0,0,0,0
152,0,108.38431005351204,6,22,4,2,2,0,0,0
51,0,147.5408884802787,8,9,4,1,0,1,1,0
308,1,78.3,11,23,4,3,0,0,0,0
17,0,100.16921655876276,8,29,4,3,1,0,0,0
78,0,75.22685904693076,5,13,4,2,0,0,0,0
68,0,159.30766267271113,8,28,4,2,1,0,3,0
43,0,167.66648918993874,5,2,4,0,1,0,3,0
19,0,143.05353924591262,4,14,4,2,0,0,0,0
32,0,126.56541240119022,5,2,4,1,1,0,0,0
153,0,103.63745950710006,7,28,4,1,0,2,0,0
110,0,120.0,10,9,3,0,1,0,0,0
25,0,139.0,7,2,4,2,0,3,0,0
39,0,137.66564758341974,4,20,4,4,1,0,3,0
58,0,118.8,4,22,4,2,0,0,3,0
177,0,123.05480163394164,8,2,4,3,1,0,0,0
184,0,124.8287571644884,9,3,4,3,0,0,0,0
58,0,158.96390312530906,8,7,4,3,0,0,3,0
23,0,79.0,2,20,4,1,1,3,0,0
197,0,90.9,10,18,4,3,0,0,0,0
18,0,138.26892261713695,4,7,4,2,1,0,3,0
153,1,113.10959902122204,7,1,4,1,1,0,0,0
40,0,81.07368393679482,4,20,4,1,0,0,0,0
90,0,105.08853910213524,7,13,4,1,0,0,0,0
12,1,125.90375647413356,4,26,4,0,1,0,1,0
126,0,138.7356797994573,10,27,4,3,0,0,3,0
219,1,114.95992182348554,11,29,4,1,1,0,2,0
163,0,133.23067149354947,7,18,4,2,1,0,0,0
192,1,151.655120439502,8,12,4,1,2,0,3,0
84,0,87.26407337407007,4,1,4,2,0,0,0,0
79,0,88.2706016474157,9,19,4,1,0,0,0,0
2,0,137.92683675648004,3,23,4,1,0,0,0,0
125,0,137.5429891248906,8,9,4,0,1,0,1,0
115,0,76.5,8,22,4,1,0,0,0,0
174,0,180.5082418198029,9,8,4,3,0,0,4,0
173,0,128.34460202770836,8,13,4,5,2,0,0,0
133,0,62.28787928016173,2,23,4,1,0,1,0,0
191,0,101.64438090801548,6,24,4,3,0,0,0,0
168,0,114.30366856064711,8,29,3,4,1,0,0,0
7,0,91.41042287769393,3,9,4,1,0,3,0,0
61,0,75.8928034700476,3,10,4,3,1,0,0,0
58,0,167.65538610447746,5,21,4,2,1,0,4,0
57,0,137.71074510106754,6,3,4,1,0,0,3,0
46,0,74.8,11,20,4,4,2,3,0,0
38,0,76.5,3,11,4,2,1,0,0,0
247,1,112.20277885730185,6,6,3,1,1,1,0,0
47,1,74.8,11,19,4,4,1,3,0,0
190,1,122.36784557249123,8,2,4,3,0,0,0,0
210,0,69.92337122888745,7,30,4,2,0,0,1,0
380,0,110.92089003534178,10,17,4,1,0,1,0,0
45,0,125.55,10,5,4,2,0,0,3,0
157,0,113.64339154174458,7,13,4,1,1,0,0,0
169,1,105.79634688361851,7,21,3,1,1,0,0,0
224,0,96.69103704244141,8,10,3,2,0,0,0,0
183,0,110.73756475432529,8,8,3,3,0,0,0,0
225,0,76.03198017747262,9,29,4,3,2,3,0,0
208,0,110.47984173031087,9,29,4,3,1,0,0,0
185,0,137.52637510748727,8,24,4,1,0,0,3,0
55,1,139.5,10,12,4,2,0,0,3,0
5,0,89.03769941516798,3,23,4,1,0,2,0,0
349,0,124.02233569523719,10,4,3,4,0,0,0,0
386,0,90.0,10,23,3,0,2,1,0,0
1,0,87.51195967747728,3,23,4,0,1,3,0,0
154,0,103.1420032013059,6,7,4,3,0,2,0,0
153,0,113.61107832074842,6,20,4,2,1,0,0,0
156,0,133.77159595998936,9,1,4,3,1,0,1,0
89,1,68.95316699708123,11,18,4,2,0,0,0,0
140,0,199.61185562776862,8,10,4,3,0,1,3,0
0,0,157.62683679989507,7,18,4,1,0,2,0,0
36,0,146.03892341528686,9,24,4,3,1,0,3,0
123,0,142.3699045316361,8,20,4,5,1,0,3,0
0,0,90.34956265209138,2,24,4,1,0,0,0,0
165,0,99.82338671263244,9,1,4,2,0,0,0,0
117,0,75.89091461229928,8,22,3,1,0,0,0,0
6,1,158.94208965836023,8,15,4,2,0,0,0,0
6,0,138.62130839748272,8,6,4,4,2,2,0,0
123,0,65.96890584351289,9,16,3,2,2,0,0,0
11,0,77.83699077550841,11,17,4,5,2,1,0,0
138,0,168.33968059100684,7,2,4,4,1,0,5,0
153,0,111.74097514911244,6,20,4,2,0,0,0,0
305,1,79.18219940378323,11,27,4,3,0,2,0,0
82,0,94.09651023176252,3,24,4,2,1,0,3,0
99,1,88.6027323688966,6,20,4,2,0,0,0,0
24,0,177.40506056447643,5,27,4,2,1,0,1,0
71,0,88.30236492080827,11,20,4,1,1,0,0,0
77,0,105.3,5,25,4,0,1,0,0,0
36,0,135.7803109088961,8,10,4,1,0,0,0,0
154,0,221.29932069968518,8,22,4,2,2,1,5,0
159,0,94.87967931107383,7,5,4,1,0,3,0,0
45,0,95.58156473008036,7,18,3,1,1,0,1,0
49,0,76.5,3,13,4,1,1,0,0,0
159,0,113.84845433314679,8,23,4,1,0,0,0,0
51,0,124.11298111451235,7,28,4,2,1,0,3,0
16,0,83.6216917483247,3,6,4,1,0,1,0,0
24,0,144.53446358266305,4,28,4,2,0,0,3,0
52,0,94.62508066845447,2,28,4,0,1,0,2,0
